pitcher_name,game_year,team,pitcher,player_name.x,role,appearences,threat,pressure,momentum,danger,hero_save,hero_hold,hero_losing,hero_total,threat_plus,pressure_plus,momentum_plus,danger_plus,hero_save_plus,hero_hold_plus,hero_losing_plus,hero_plus,player_name.y,avg_danger_final,total_appearances.x,player_name,avg_net_danger,total_appearances.y
Rafael Montero,2024,HOU,606160,"Montero, Rafael",RP,41,0.497398853,-0.091853252,0.00625508,-0.041436712,0.463476282,0.598917549,0.438557876,1.500951707,112.4228038,97.8625191,104.7540754,102.8297407,94.06153121,97.39244784,98.7520031,94.49916565,"Montero, Rafael",-0.005606606,41,"Montero, Rafael",0.035830106,41
Raisel Iglesias,2023,ATL,628452,"Iglesias, Raisel",RP,58,0.512858242,-0.144574075,0.006037983,-0.063421671,3.770636216,0.721402817,-0.026582124,4.46545691,111.8369638,116.2240092,101.6282285,121.8241045,118.9407916,100.4109291,86.47836253,111.164189,"Iglesias, Raisel",-0.000566536,58,"Iglesias, Raisel",0.062855135,58
Raisel Iglesias,2024,ATL,628452,"Iglesias, Raisel",RP,66,0.479489169,-0.131666722,0.004628319,-0.055631722,5.367345029,3.119570915,0.089872388,8.576788332,107.7748447,111.6939262,90.19341877,115.3746755,128.4080254,126.5479796,89.52677036,129.2369418,"Iglesias, Raisel",-0.000750366,66,"Iglesias, Raisel",0.054881356,66
Randy Rodríguez,2024,SF,678495,"Rodríguez, Randy",RP,35,0.464329134,-0.087491686,0.006590055,-0.034669662,0.206041172,0.083710709,0.991574557,1.281326438,103.8404801,96.34728821,107.7523399,96.84931451,92.25846633,91.43322727,113.3832619,93.42094779,"Rodríguez, Randy",-0.007037954,35,"Rodríguez, Randy",0.027631707,35
Ray Kerr,2023,SD,678061,"Kerr, Ray",RP,22,0.395828805,-0.04968551,0.0049485,-0.020244689,0.23181969,0.4179875,-0.03586026,0.61394693,85.77914376,83.75459809,93.05146812,83.37137828,92.92544004,96.46399872,86.23273497,90.66224376,"Kerr, Ray",-0.003071895,22,"Kerr, Ray",0.017172799,22
Reed Garrett,2024,NYM,657585,"Garrett, Reed",RP,53,0.418063215,-0.120659313,0.004649068,-0.044346112,0.661433882,2.296493986,0.741922826,3.699850694,91.83345085,107.8698948,90.37913306,105.4009422,95.44801806,117.0277315,106.7781825,105.2943359,"Garrett, Reed",-0.008180366,53,"Garrett, Reed",0.036165746,53
Reynaldo López,2023,CLE,625643,"López, Reynaldo",RP,68,0.458059003,-0.140633146,0.005445536,-0.051954614,1.851248684,1.826576537,0.834593161,4.512418381,99.63534387,114.8754839,96.96429808,111.6117277,104.8305541,114.7874075,109.276947,111.4141693,"López, Reynaldo",-0.002271327,68,"López, Reynaldo",0.049683287,68
Reynaldo López,2024,ATL,625643,"López, Reynaldo",RP,26,0.478892936,-0.096772958,5.61E-05,-0.040969093,3.585606026,4.137611569,0.657863065,8.38108066,107.6201091,99.57165038,49.26895642,102.4164791,115.928799,138.3233062,104.5541987,128.2761439,NA,NA,NA,NA,NA,NA
Richard Bleier,2023,BOS,542947,"Bleier, Richard",RP,27,0.463146101,-0.081807165,0.007477871,-0.033226132,-0.55902377,0.383406707,0.400305454,0.224688391,100.768039,94.74613572,112.9634932,94.93244295,87.11161203,96.01415992,97.77969997,88.59018441,"Bleier, Richard",-0.002509795,27,"Bleier, Richard",0.030716329,27
Richard Lovelady,2023,OAK,663992,"Lovelady, Richard",RP,27,0.459124347,-0.103296079,0.00562889,-0.036945594,0.275656896,0.333246143,0.582870108,1.191773148,99.87255363,102.0993125,98.40771688,98.2449363,93.24770606,95.36165411,102.6128806,93.73806638,"Lovelady, Richard",-0.00945389,27,"Lovelady, Richard",0.027491705,27
Richard Lovelady,2024,TB,663992,"Lovelady, Richard",RP,35,0.440292145,-0.099821324,0.006499432,-0.037827764,0.483711419,0.383390121,0.545816457,1.412917997,97.60234991,100.6306689,106.9411995,99.64030872,94.20325727,94.89951611,101.5897621,94.06697714,"Lovelady, Richard",-0.018383821,35,"Lovelady, Richard",0.019443943,35
Roansy Contreras,2023,PIT,672710,"Contreras, Roansy",RP,19,0.50932863,-0.079000377,0.003444525,-0.035915203,0.273206351,0.400972421,0.277022665,0.951201438,111.051059,93.78569595,81.21168968,97.32728592,93.22969106,96.24266075,94.51593576,92.45748082,"Contreras, Roansy",-0.008201842,19,"Contreras, Roansy",0.027713361,19
Roansy Contreras,2024,LAA,672710,"Contreras, Roansy",RP,49,0.489685818,-0.076597345,0.005742367,-0.034587266,0.064965861,-0.556669169,1.485224733,0.993521425,110.4211005,92.56253721,100.1649308,96.77649654,91.27038068,84.02617316,126.4438507,92.00801154,"Contreras, Roansy",-0.006488123,49,"Contreras, Roansy",0.028099143,49
Rob Zastryzny,2023,PIT,642239,"Zastryzny, Rob",RP,21,0.46139229,-0.068818705,0.005238511,-0.02518267,-0.067998477,0.047310227,0.318117799,0.297429549,100.3775347,90.3016838,95.33452359,87.76906481,90.72134865,91.64210174,95.60388023,88.97739235,"Zastryzny, Rob",-0.018058789,21,"Zastryzny, Rob",0.007123881,21
Robert Garcia,2023,WSH,676395,"Garcia, Robert",RP,25,0.612438093,-0.099111445,0.007388105,-0.059274777,1.62126652,0.470355763,0.934354403,3.025976686,134.0094522,100.6673948,112.2568222,118.1309479,103.139857,97.14522303,111.9180064,103.5017021,"Garcia, Robert",-0.017148212,25,"Garcia, Robert",0.042126566,25
Robert Garcia,2024,WSH,676395,"Garcia, Robert",RP,72,0.409215282,-0.102114992,0.005549223,-0.036188366,0.805758792,-0.065707488,0.904178472,1.644229776,89.53721665,101.427501,98.43615698,98.19148002,96.45886377,89.7049583,111.0710084,95.2025682,"Garcia, Robert",-0.010544069,72,"Garcia, Robert",0.025644297,72
Robert Stephenson,2023,TB,596112,"Stephenson, Robert",RP,60,0.458236957,-0.117093487,0.006026481,-0.042843204,1.887016166,0.956814916,-0.04823885,2.795592233,99.67496719,106.8205738,101.5376777,103.4972526,105.0934962,103.4732504,85.90502662,102.2753443,"Stephenson, Robert",-0.001448354,60,"Stephenson, Robert",0.04139485,60
Robert Suarez,2023,SD,663158,"Suarez, Robert",RP,26,0.45727122,-0.142877223,0.005874674,-0.054967736,0.330817577,1.352441766,0.182312036,1.86557138,99.45993581,115.6433725,100.342604,114.2951661,93.65321578,108.6197,92.00858528,97.32475693,"Suarez, Robert",-0.00060248,26,"Suarez, Robert",0.054365256,26
Robert Suarez,2024,SD,663158,"Suarez, Robert",RP,65,0.413275764,-0.14048017,0.005213527,-0.047768807,3.566788468,2.062707931,0.036126596,5.665622995,90.59100148,114.755764,95.43144178,108.4257715,115.7970016,114.3236084,88.10480857,114.945005,"Suarez, Robert",-0.002123564,65,"Suarez, Robert",0.045645243,65
Ron Marinaccio,2023,NYY,676760,"Marinaccio, Ron",RP,45,0.47891337,-0.10992172,0.006006588,-0.044647522,1.067724975,1.015311427,0.108402877,2.191439279,104.2787853,104.366505,101.3810787,105.1041489,99.07053675,104.234193,90.0519288,99.05938202,"Marinaccio, Ron",-0.014871812,45,"Marinaccio, Ron",0.029775713,45
Ron Marinaccio,2024,NYY,676760,"Marinaccio, Ron",RP,16,0.53387636,-0.063060158,0.005901945,-0.035270605,0.415603308,0.133515613,0.317325158,0.866444079,121.8895237,87.85964784,101.5932654,97.38040213,93.72623087,92.00930349,95.54452795,91.38414405,"Marinaccio, Ron",-0.01098121,16,"Marinaccio, Ron",0.024289395,16
Ronny Henriquez,2024,MIN,678692,"Henriquez, Ronny",RP,16,0.44447022,-0.079866012,0.00646795,-0.03320426,-0.290210286,0.174825444,0.306269055,0.190884213,98.68665275,93.69808936,106.6594172,95.55425573,88.78274162,92.48712011,95.25201471,88.06758254,"Henriquez, Ronny",-0.013132309,16,"Henriquez, Ronny",0.02007195,16
Ryan Borucki,2023,PIT,621366,"Borucki, Ryan",RP,38,0.389014565,-0.09783032,0.005839608,-0.031301184,1.496924117,0.799572214,0.537754545,2.834250876,84.26188238,100.2290136,100.0665589,93.21811502,102.2257629,101.4277834,101.4185001,102.4811278,"Borucki, Ryan",-0.020628956,38,"Borucki, Ryan",0.010672228,38
Ryan Brasier,2023,LAD,518489,"Brasier, Ryan",RP,59,0.47947372,-0.079586672,0.005772161,-0.037018617,2.608118585,1.140081623,0.681141661,4.429341869,104.403553,93.98631715,99.53558846,98.30996929,110.394628,105.8572465,105.2145023,110.9719453,"Brasier, Ryan",-0.000274625,59,"Brasier, Ryan",0.036743998,59
Ryan Brasier,2024,LAD,518489,"Brasier, Ryan",RP,29,0.514692149,-0.09011124,0.005837802,-0.039257882,0.574936466,0.289024035,0.369872301,1.233832802,116.9107967,97.25733484,101.0191412,100.9041852,94.84219373,93.808016,96.93477687,93.18778479,"Brasier, Ryan",-0.004368967,29,"Brasier, Ryan",0.034888915,29
Ryan Burr,2024,TOR,621114,"Burr, Ryan",RP,34,0.414903138,-0.072346496,0.00645454,-0.027705628,0.063749063,0.492101599,0.237859014,0.793709675,91.01334114,91.08577011,106.5393815,90.69480311,91.26185828,96.15694443,93.44207831,91.02706523,"Burr, Ryan",-0.012321082,34,"Burr, Ryan",0.015384546,34
Ryan Fernandez,2024,STL,681676,"Fernandez, Ryan",RP,62,0.436287451,-0.109035649,0.005807015,-0.040315022,1.636038055,1.289175212,1.082508272,4.00772154,96.56304316,103.8317733,100.7435795,101.8384396,102.2741054,105.3764212,115.789111,106.8057824,"Fernandez, Ryan",-0.007649575,62,"Fernandez, Ryan",0.032665447,62
Ryan Helsley,2023,STL,664854,"Helsley, Ryan",RP,33,0.457909295,-0.153555595,0.003971375,-0.051829228,0.337831917,1.525405867,0.110843405,1.974081189,99.60200966,119.2973475,85.35922679,111.5000615,93.70478119,110.8696763,90.11653886,97.90236473,"Helsley, Ryan",-0.002600595,33,"Helsley, Ryan",0.049228633,33
Ryan Helsley,2024,STL,664854,"Helsley, Ryan",RP,65,0.48048748,-0.163622624,0.005038717,-0.067493934,7.304664162,1.176177066,0,8.480841228,108.0339284,122.7955731,93.86676701,125.8579851,141.9769285,104.0694104,87.14900091,128.7659037,"Helsley, Ryan",0,65,"Helsley, Ryan",0.067493934,65
Ryan Pressly,2023,HOU,519151,"Pressly, Ryan",RP,65,0.465422028,-0.137962521,0.005483179,-0.050944542,2.848298588,-0.048828708,0.352937037,3.152406918,101.2747979,113.9616369,97.26063016,110.7121743,112.1602938,90.39149354,96.52567786,104.174702,"Pressly, Ryan",0,65,"Pressly, Ryan",0.050944542,65
Ryan Pressly,2024,HOU,519151,"Pressly, Ryan",RP,59,0.471682263,-0.132509894,0.005222149,-0.053025458,1.843830813,1.062702902,0.065888174,2.972421889,105.7487798,111.9868485,95.50861453,113.0713726,103.7294773,102.7568937,88.89221583,101.7231315,"Pressly, Ryan",-0.006407263,59,"Pressly, Ryan",0.046618195,59
Ryan Thompson,2023,ARI,657044,"Thompson, Ryan",RP,31,0.406459245,-0.100839269,0.004919644,-0.03691145,0.803007418,0.387548662,0.23055313,1.421109209,88.14612154,101.2586297,92.82430002,98.21452811,97.12448494,96.06803988,93.28571046,94.95884352,"Thompson, Ryan",-0.004030363,31,"Thompson, Ryan",0.032881087,31
Ryan Thompson,2024,ARI,657044,"Thompson, Ryan",RP,67,0.469682478,-0.128615088,0.006077413,-0.049403058,2.774601453,1.439408449,0.478380897,4.6923908,105.2297916,110.6337726,103.1638364,109.8700518,110.2485564,107.1141174,99.80560772,110.1670651,"Thompson, Ryan",-0.010675053,67,"Thompson, Ryan",0.038728004,67
Ryan Walker,2023,SF,676254,"Walker, Ryan",RP,49,0.451962909,-0.096276522,0.004218107,-0.037628025,1.217386106,1.07638218,0.614594108,2.908362394,98.27798523,99.69732774,87.30157988,98.85269832,100.1707596,105.0286223,103.4527355,102.8756303,"Walker, Ryan",-0.012016162,49,"Walker, Ryan",0.025611864,49
Ryan Walker,2024,SF,676254,"Walker, Ryan",RP,76,0.442659541,-0.134968155,0.005469899,-0.049074502,4.401112069,2.88917648,0.59139125,7.8816798,98.21674168,112.840861,97.72615506,109.579689,121.6405696,123.8830863,102.7955423,125.824409,"Walker, Ryan",-0.001895749,76,"Walker, Ryan",0.047178753,76
Ryan Yarbrough,2023,LAD,642232,"Yarbrough, Ryan",RP,25,0.449227501,-0.086064526,0.002727672,-0.031089741,1.546902114,0.661901648,1.093604004,3.302407766,97.66891803,96.20293912,75.56838921,93.02980727,102.5931725,99.63691753,116.1339489,104.9731704,"Yarbrough, Ryan",-0.009343762,25,"Yarbrough, Ryan",0.021745979,25
Ryan Yarbrough,2024,TOR,642232,"Yarbrough, Ryan",RP,44,0.446368824,-0.07415364,0.006072069,-0.030188745,1.486939074,1.259309309,1.48293393,4.229182313,99.17938263,91.71358141,103.1159991,92.88927456,101.2298223,105.0309725,126.3832425,107.8930114,"Yarbrough, Ryan",-0.019392972,44,"Yarbrough, Ryan",0.010795773,44
Ryder Ryan,2024,PIT,656924,"Ryan, Ryder",RP,15,0.507196789,-0.050995386,0.008996182,-0.026625209,0.52503842,0,0.042556875,0.567595296,114.9655849,83.66828332,129.2888809,89.73997586,94.49270988,90.46497425,88.27493559,89.91699003,"Ryan, Ryder",-0.005208963,15,"Ryan, Ryder",0.021416246,15
Ryne Stanek,2023,HOU,592773,"Stanek, Ryne",RP,55,0.477496834,-0.06919337,0.006282867,-0.030340019,0.225572153,0.623880203,0.884729807,1.734182162,103.9633787,90.42988842,103.5560342,92.36211725,92.87951172,99.14232154,110.6042546,96.62535993,"Stanek, Ryne",-0.001409189,55,"Stanek, Ryne",0.02893083,55
Ryne Stanek,2024,NYM,592773,"Stanek, Ryne",RP,63,0.460361743,-0.121319821,0.005629368,-0.046119057,0.588321234,1.925145954,0.213274207,2.726741395,102.8108546,108.0993586,99.15351029,106.967794,94.9359401,112.7324763,92.79163379,100.5169993,"Stanek, Ryne",-0.009145987,63,"Stanek, Ryne",0.03697307,63
Sam Hentges,2023,CLE,656529,"Hentges, Sam",RP,56,0.399389566,-0.112891163,0.006102801,-0.038742,1.038900648,2.436616652,0.583579457,4.059096757,86.57198411,105.3826028,102.1384965,99.84478645,98.85863682,122.7230184,102.6316597,109.0010962,"Hentges, Sam",-0.020329463,56,"Hentges, Sam",0.018412528,56
Sam Hentges,2024,CLE,656529,"Hentges, Sam",RP,25,0.415239984,-0.08375696,0.005475314,-0.028418073,1.14735222,0.194608723,0.234939408,1.576900351,91.10076004,95.04982497,97.77462492,91.32443162,98.85137003,92.71594651,93.36483379,94.87202432,"Hentges, Sam",-0.006647639,25,"Hentges, Sam",0.021770434,25
Sam Long,2023,OAK,669674,"Long, Sam",RP,40,0.444525898,-0.080080145,0.00755114,-0.031618649,1.116914154,0.245889252,0.556932015,1.919735421,96.62205731,94.15517591,113.5402874,93.50084461,99.43214742,94.22528574,101.9262006,97.61307716,"Long, Sam",-0.009894179,40,"Long, Sam",0.021724471,40
Sam Long,2024,KC,669674,"Long, Sam",RP,43,0.449745036,-0.093185016,0.005284875,-0.035616134,1.424483046,0.45095705,0.251580804,2.1270209,100.0555843,98.32518085,96.07005871,97.68576602,100.7923829,95.68103957,93.80511811,97.57276001,"Long, Sam",-0.009736644,43,"Long, Sam",0.025879491,43
Sam Moll,2023,CIN,594580,"Moll, Sam",RP,70,0.419947642,-0.102934115,0.006578782,-0.037455978,1.160913293,1.00113158,1.296486175,3.458531048,91.14945324,101.9754538,105.8855698,98.69947624,99.75560387,104.0497367,121.5050114,105.8042292,"Moll, Sam",-0.011530911,70,"Moll, Sam",0.025925063,70
Sam Moll,2024,CIN,594580,"Moll, Sam",RP,48,0.44052643,-0.103186477,0.006618044,-0.037122902,1.886574822,-0.004511304,0.605374149,2.487437668,97.6631521,101.7997404,108.0028649,99.0173822,104.0288546,90.41279355,103.1654903,99.34217296,"Moll, Sam",-0.012828161,48,"Moll, Sam",0.024294742,48
Sammy Peralta,2023,CHW,671111,"Peralta, Sammy",RP,16,0.445241098,-0.056149734,0.007442798,-0.026900576,-0.016633177,0.472906925,0.045108174,0.501381922,96.78130416,85.96655626,112.6873867,89.29900422,91.09895691,97.17840942,88.37627731,90.06304977,"Peralta, Sammy",-0.003912904,16,"Peralta, Sammy",0.022987672,16
Scott Alexander,2023,SF,518397,"Alexander, Scott",RP,55,0.428787563,-0.096670966,0.004777925,-0.035008704,0.831711155,1.289392758,0.701595378,2.82269929,93.11775351,99.83230033,91.70864575,96.51997315,97.33549837,107.7995369,105.7559899,102.4196377,"Alexander, Scott",-0.011528603,55,"Alexander, Scott",0.023480101,55
Scott Alexander,2024,OAK,518397,"Alexander, Scott",RP,45,0.497828427,-0.121042785,0.006125305,-0.051097522,1.084370931,0.336589453,0.550131768,1.971092152,112.5342879,108.0031151,103.5925029,111.367546,98.41025169,94.35818885,101.703933,96.80725082,"Alexander, Scott",-0.006518836,45,"Alexander, Scott",0.044578686,45
Scott Barlow,2023,SD,605130,"Barlow, Scott",RP,63,0.467729412,-0.113848651,0.006365676,-0.043795667,3.167257784,1.016195467,0.192268776,4.375722028,101.7885609,105.7102408,104.2079339,104.3455009,114.505099,104.2456929,92.27217805,110.6865219,"Barlow, Scott",-0.006416233,63,"Barlow, Scott",0.037379434,63
Scott Barlow,2024,CLE,605130,"Barlow, Scott",RP,63,0.474811599,-0.103224411,0.005326445,-0.042150269,1.968950028,0.834033181,0.265116556,3.068099766,106.5609118,101.8129188,96.44214145,103.460351,104.6058071,100.1119496,94.16323587,102.1928479,"Barlow, Scott",-0.013258627,63,"Barlow, Scott",0.028891642,63
Scott McGough,2023,ARI,543518,"McGough, Scott",RP,63,0.440314322,-0.118445234,0.006064827,-0.043507098,2.237730249,2.04346712,0.614848931,4.896046301,95.68430625,107.2831208,101.8395504,104.0885059,107.6717452,117.6087946,103.4594816,113.4562563,"McGough, Scott",-0.00980805,63,"McGough, Scott",0.033699047,63
Scott McGough,2024,ARI,543518,"McGough, Scott",RP,26,0.55536715,-0.078792201,0.005392949,-0.051545817,0.324403022,0.314243093,0.005958175,0.64460429,127.4668592,93.32504183,97.03739358,111.7637295,93.08746784,94.09971618,87.30663739,90.29505433,"McGough, Scott",-0.008286101,26,"McGough, Scott",0.044351846,26
Sean Guenther,2024,DET,674944,"Guenther, Sean",RP,17,0.351494197,-0.104305299,0.006588153,-0.03057525,0.984257626,0.816560197,0.259271853,2.060089677,74.55731838,102.188425,107.7353137,93.23085061,97.70906223,99.9098456,94.00860154,97.24417104,"Guenther, Sean",-0.016060516,17,"Guenther, Sean",0.014514734,17
Sean Hjelle,2023,SF,663546,"Hjelle, Sean",RP,15,0.416096094,-0.056024597,0.006225743,-0.022161822,0.040170976,0.112726627,0.134571159,0.287468762,90.29186608,85.92373651,103.1063323,85.07874597,91.5165485,92.49306069,90.74470272,88.92437016,"Hjelle, Sean",-0.003296656,15,"Hjelle, Sean",0.018865166,15
Sean Hjelle,2024,SF,663546,"Hjelle, Sean",RP,58,0.387576583,-0.08837754,0.005203096,-0.029719597,1.062427501,0.81263666,1.322008267,3.197072428,83.92149568,96.65503872,95.33808115,92.47466147,98.25656081,99.86446339,122.1256041,102.8260201,"Hjelle, Sean",-0.003968317,58,"Hjelle, Sean",0.026385841,58
Sean Reid-Foley,2024,NYM,656887,"Reid-Foley, Sean",RP,23,0.458750696,-0.117790154,0.006637709,-0.044683246,0.423208346,0.284834088,0.560138858,1.268181292,102.3927521,106.8731341,108.1788803,105.6988863,93.77949625,93.75955231,101.9686924,93.35641364,"Reid-Foley, Sean",-0.007340362,23,"Reid-Foley, Sean",0.037342884,23
Seranthony Domínguez,2023,PHI,622554,"Domínguez, Seranthony",RP,57,0.462253809,-0.124134168,0.005716755,-0.047852871,0.281942705,0.642852167,0.847742456,1.772537328,100.5693609,109.2297867,99.09941943,107.9587818,93.29391572,99.38911535,109.6250588,96.82952804,"Domínguez, Seranthony",-0.005899132,57,"Domínguez, Seranthony",0.041953739,57
Seranthony Domínguez,2024,BAL,622554,"Domínguez, Seranthony",RP,63,0.491061101,-0.095173562,0.004946825,-0.040062542,1.981871877,0.510234262,0.491525103,2.983631242,110.7780171,99.01601198,93.04427153,101.615309,104.6963112,96.36667871,100.1533663,101.7781621,"Domínguez, Seranthony",-0.006191704,63,"Domínguez, Seranthony",0.033870839,63
Seth Martinez,2023,HOU,661527,"Martinez, Seth",RP,35,0.452716014,-0.077367065,0.006513156,-0.034324198,0.804943756,0.936051597,0.530535449,2.271530802,98.44567172,93.22680158,105.3689417,95.9103633,97.13871979,103.203154,101.2273832,99.48571664,"Martinez, Seth",-0.002217738,35,"Martinez, Seth",0.03210646,35
Seth Martinez,2024,HOU,661527,"Martinez, Seth",RP,44,0.454514812,-0.0666154,0.006887424,-0.030077039,0.524075176,0.341576243,1.236970376,2.102621795,101.2934466,89.09475771,110.4140064,92.79055351,94.48596336,94.41586934,119.8757418,97.4529762,"Martinez, Seth",-0.001851529,44,"Martinez, Seth",0.02822551,44
Shawn Armstrong,2023,TB,542888,"Armstrong, Shawn",RP,39,0.433806952,-0.093723637,0.006678784,-0.037619742,0.585941063,1.611505977,0.829046924,3.026493963,94.23537276,98.82376942,106.6728174,98.84532103,95.52873747,111.989696,109.130117,103.5044556,"Armstrong, Shawn",-0.002975711,39,"Armstrong, Shawn",0.03464403,39
Shawn Armstrong,2024,CHC,542888,"Armstrong, Shawn",RP,57,0.423932621,-0.085844702,0.00597575,-0.034859966,1.316105707,0.502504842,0.687590156,2.506200704,93.35669172,95.77511751,102.2538795,97.01749712,100.0333125,96.27727517,105.3406936,99.43428732,"Armstrong, Shawn",-0.002713311,57,"Armstrong, Shawn",0.032146655,57
Shawn Dubin,2024,HOU,681869,"Dubin, Shawn",RP,31,0.475611687,-0.077443914,0.004868551,-0.033507003,0.528105462,0.481483615,0.948559867,1.958148944,106.7685524,92.85663987,92.34366505,95.82180683,94.51419132,96.03412986,112.2452147,96.74370805,"Dubin, Shawn",-0.005468541,31,"Dubin, Shawn",0.028038462,31
Shelby Miller,2023,LAD,571946,"Miller, Shelby",RP,36,0.452054571,-0.08637543,0.0067171,-0.035240537,1.093883919,1.243285005,0.594616282,2.931785205,98.29839466,96.30932573,106.9744553,96.72643982,99.26284232,107.1997514,102.9238465,103.0003121,"Miller, Shelby",-0.001487373,36,"Miller, Shelby",0.033753164,36
Shelby Miller,2024,DET,571946,"Miller, Shelby",RP,51,0.485895035,-0.110496372,0.005206887,-0.045415138,0.26919908,0.556912345,0.900395334,1.726506759,109.4373086,104.3392361,95.37201051,106.3457013,92.70082171,96.90658807,110.9709173,95.60649491,"Miller, Shelby",-0.003929652,51,"Miller, Shelby",0.041485486,51
Shintaro Fujinami,2023,BAL,660261,"Fujinami, Shintaro",RP,64,0.478994235,-0.099372926,0.006124669,-0.039982664,1.002677107,0.693227068,0.762350397,2.458254572,104.2967907,100.7568695,102.3106513,100.9497019,98.5923421,100.0444093,107.3644063,100.4796646,"Fujinami, Shintaro",-0.011106754,64,"Fujinami, Shintaro",0.02887591,64
Spencer Bivens,2024,SF,702352,"Bivens, Spencer",RP,27,0.427593969,-0.082966173,0.003931341,-0.02863813,1.14512107,0.076926867,0.368766328,1.590814265,94.3068923,94.77510132,83.95497015,91.51890839,98.83574315,91.3547609,96.90551594,94.94033263,"Bivens, Spencer",-0.00733129,27,"Bivens, Spencer",0.02130684,27
Stephen Kolek,2024,SD,663568,"Kolek, Stephen",RP,42,0.474885672,-0.052110718,0.006462536,-0.023201258,0.259502565,-0.237785906,0.301815857,0.323532517,106.5801354,84.05575536,106.6109544,86.71403602,92.63290772,87.71458635,95.13419566,88.71879982,"Kolek, Stephen",-0.007788342,42,"Kolek, Stephen",0.015412916,42
Steven Okert,2023,MIA,595345,"Okert, Steven",RP,64,0.470839317,-0.090049583,0.005139159,-0.034899877,1.349760567,0.099595903,0.673697127,2.123053597,102.4810135,97.5665646,94.55239782,96.42305352,101.1439008,92.32225174,105.0174171,98.69535869,"Okert, Steven",-0.009853019,64,"Okert, Steven",0.025046858,64
Steven Okert,2024,MIN,595345,"Okert, Steven",RP,44,0.465670915,-0.09709564,0.005821095,-0.037088517,-0.444192578,0.248229465,0.241939829,0.045976715,104.1887021,99.68375184,100.8696023,98.98699394,87.704256,93.33615921,93.55004514,87.35618055,"Okert, Steven",-0.020062545,44,"Okert, Steven",0.017025972,44
Steven Wilson,2023,SD,621051,"Wilson, Steven",RP,52,0.437903009,-0.107479402,0.005013776,-0.041416926,2.219742128,-0.00582872,1.036625086,3.250538493,95.14740233,103.5307815,93.56533804,102.2270321,107.5395068,90.95085211,114.6255003,104.6970655,"Wilson, Steven",-0.004317998,52,"Wilson, Steven",0.037098925,52
Steven Wilson,2024,CHW,621051,"Wilson, Steven",RP,40,0.464356466,-0.109658686,0.006884707,-0.04454957,-0.214948377,0.89275423,0.230108171,0.907914024,103.8475734,104.0482196,110.3896853,105.5807501,89.30987292,100.7911558,93.23701291,91.58773463,"Wilson, Steven",-0.011471707,40,"Wilson, Steven",0.033077863,40
T.J. McFarland,2024,OAK,519008,"McFarland, T.J.",RP,79,0.404186582,-0.102162563,0.004339996,-0.032768706,1.617821165,0.492441137,1.749443046,3.859705348,88.23215776,101.4440275,87.61271967,95.1693319,102.1465151,96.16087175,133.4343206,106.0791187,"McFarland, T.J.",-0.011417527,79,"McFarland, T.J.",0.021351179,79
Tanner Banks,2023,CHW,621383,"Banks, Tanner",RP,32,0.462753398,-0.074225731,0.006749103,-0.034437315,0.544136543,1.503097761,0.495005594,2.542239898,100.6805996,92.15188513,107.226393,96.01110263,95.2214146,110.5794848,100.2867728,100.9267263,"Banks, Tanner",-0.006313487,32,"Banks, Tanner",0.028123827,32
Tanner Banks,2024,PHI,621383,"Banks, Tanner",RP,63,0.414785682,-0.08527558,0.006720218,-0.030375331,1.353302333,0.083939715,1.148570816,2.585812864,90.98285869,95.57740154,108.9173945,93.05417073,100.2938361,91.4358761,117.5369393,99.82513148,"Banks, Tanner",-0.012063413,63,"Banks, Tanner",0.018311917,63
Tanner Rainey,2024,WSH,663432,"Rainey, Tanner",RP,50,0.454359942,-0.022070154,0.008931361,-0.011556675,0.088673389,0,0.716313562,0.804986951,101.2532543,73.61950683,128.7086823,76.42305766,91.43642723,90.46497425,106.1006337,91.08242935,"Rainey, Tanner",-0.000422327,50,"Rainey, Tanner",0.011134347,50
Tanner Scott,2023,MIA,656945,"Scott, Tanner",RP,74,0.458606178,-0.154927768,0.005319967,-0.058459729,6.643570854,2.915850012,0.135995428,9.695416294,99.75717807,119.7668842,95.97577399,117.4050791,140.060961,128.9570501,90.78240854,139.0037485,"Scott, Tanner",-0.007447656,74,"Scott, Tanner",0.051012074,74
Tanner Scott,2024,SD,656945,"Scott, Tanner",RP,72,0.504702864,-0.153038259,0.005058169,-0.064501905,4.695896704,3.163999872,0.210351355,8.07024793,114.3183562,119.1185096,94.04087472,123.2137596,123.705229,127.0618741,92.71430338,126.7501564,"Scott, Tanner",-0.002103744,72,"Scott, Tanner",0.062398162,72
Tayler Saucedo,2023,SEA,642048,"Saucedo, Tayler",RP,52,0.454313779,-0.071242539,0.006654309,-0.030303663,0.959589818,0.65804913,0.530745825,2.148384773,98.80143075,91.13108285,106.4801481,92.32973884,98.27558904,99.58680265,101.2329526,98.83019889,"Saucedo, Tayler",-0.0066601,52,"Saucedo, Tayler",0.023643568,52
Tayler Saucedo,2024,SEA,642048,"Saucedo, Tayler",RP,53,0.369625822,-0.091664585,0.006441816,-0.023308263,0.503249909,0.124713769,0.496543319,1.124506997,79.2628761,97.79697529,106.4254962,86.80860227,94.34010405,91.90749559,100.2861341,92.65106588,"Saucedo, Tayler",-0.01013372,53,"Saucedo, Tayler",0.013493209,53
